Rank,College,G,2B,PG
226,Kennesaw St. ,58,59,1.02
227,Fla. Atlantic ,60,61,1.02
228,Penn ,44,44,1.00
228,Southern U. ,32,32,1.00
228,Fairleigh Dickinson ,46,46,1.00
228,Alcorn ,46,46,1.00
228,Boise St. ,52,52,1.00
228,Syracuse ,53,53,1.00
234,Arizona ,61,60,0.98
235,Northern Colo. ,42,41,0.98
236,Prairie View ,38,37,0.97
237,La.-Monroe ,58,56,0.97
238,Marshall ,56,54,0.96
239,Middle Tenn. ,54,52,0.96
240,UCF ,60,57,0.95
241,Mercer ,58,55,0.95
242,Lipscomb ,55,52,0.95
243,Hawaii ,54,51,0.94
243,Green Bay ,54,51,0.94
245,St. Bonaventure ,47,44,0.94
246,Arkansas ,56,52,0.93
247,SIUE ,54,50,0.93
248,Eastern Ill. ,53,49,0.92
249,Missouri St. ,52,48,0.92
250,N.C. Central ,49,45,0.92
251,Bryant ,48,44,0.92
252,Winthrop ,58,53,0.91
253,Mississippi St. ,57,52,0.91
254,Tennessee Tech ,56,51,0.91
255,Drexel ,55,50,0.91
255,Georgia Tech ,55,50,0.91
257,Stetson ,54,49,0.91
258,SFA ,57,51,0.89
259,NC State ,56,50,0.89
260,Tennessee St. ,55,49,0.89
261,UTSA ,53,47,0.89
262,Boston U. ,52,46,0.88
262,UConn ,52,46,0.88
262,Valparaiso ,52,46,0.88
265,Saint Peter's ,43,38,0.88
266,Bethune-Cookman ,53,46,0.87
267,South Carolina St. ,30,26,0.87
267,Ohio ,60,52,0.87
269,Hartford ,51,44,0.86
270,UMES ,41,35,0.85
271,La Salle ,45,38,0.84
272,Purdue Fort Wayne ,51,43,0.84
273,Florida ,63,53,0.84
274,CSU Bakersfield ,50,42,0.84
275,Morgan St. ,41,34,0.83
276,Memphis ,57,47,0.82
277,Jacksonville ,58,47,0.81
278,Rutgers ,57,46,0.81
279,UC Davis ,50,40,0.80
280,Creighton ,47,37,0.79
281,Southeastern La. ,55,43,0.78
282,California ,58,45,0.78
283,Holy Cross ,44,34,0.77
284,Ga. Southern ,57,44,0.77
285,Ole Miss ,63,48,0.76
286,Grambling ,37,27,0.73
287,Iowa St. ,55,40,0.73
288,Indiana St. ,51,37,0.73
289,Detroit Mercy ,56,37,0.66
290,A&M-Corpus Christi ,48,31,0.65
