Rank,College,G,2B,PG
112,Florida St. ,63,75,1.19
113,Louisiana Tech ,53,63,1.19
114,Saint Joseph's ,48,57,1.19
115,Coppin St. ,43,51,1.19
116,IUPUI ,49,58,1.18
116,Wagner ,49,58,1.18
118,Stony Brook ,60,71,1.18
119,Sacramento St. ,44,52,1.18
120,Belmont ,50,59,1.18
121,Washington ,62,73,1.18
122,Wisconsin ,57,67,1.18
123,UNCW ,53,62,1.17
123,North Texas ,53,62,1.17
125,Baylor ,59,69,1.17
126,Pittsburgh ,48,56,1.17
127,Cleveland St. ,49,57,1.16
128,CSUN ,56,65,1.16
128,Pacific ,56,65,1.16
130,Penn St. ,50,58,1.16
131,Liberty ,57,66,1.16
132,Seton Hall ,51,59,1.16
133,DePaul ,53,61,1.15
133,McNeese ,53,61,1.15
133,Murray St. ,53,61,1.15
133,Central Mich. ,53,61,1.15
137,Campbell ,60,69,1.15
138,La Salle ,47,54,1.15
139,North Carolina ,61,70,1.15
139,Texas ,61,70,1.15
139,Western Ky. ,61,70,1.15
142,Boston College ,52,59,1.13
143,Grambling ,45,51,1.13
144,Sam Houston St. ,61,69,1.13
145,Arkansas ,56,63,1.13
146,Col. of Charleston ,57,64,1.12
146,Long Beach St. ,57,64,1.12
148,Tennessee Tech ,50,56,1.12
149,James Madison ,59,66,1.12
150,Albany ,52,58,1.12
150,Southern Utah ,52,58,1.12
152,Auburn ,53,59,1.11
153,UC Santa Barbara ,55,61,1.11
154,Butler ,46,51,1.11
155,LSU ,58,64,1.10
156,Michigan St. ,49,54,1.10
156,Western Mich. ,49,54,1.10
158,Stanford ,60,66,1.10
159,Louisiana ,62,68,1.10
160,Jacksonville ,52,57,1.10
160,East Carolina ,52,57,1.10
160,UNLV ,52,57,1.10
160,Bradley ,52,57,1.10
164,Saint Francis ,55,60,1.09
165,Oklahoma St. ,56,61,1.09
166,Dayton ,46,50,1.09
167,Yale ,47,51,1.09
168,Coastal Carolina ,59,64,1.08
169,Detroit Mercy ,50,54,1.08
170,Bucknell ,51,55,1.08
171,Kennesaw St. ,54,58,1.07
171,Sacred Heart ,54,58,1.07
173,Mississippi St. ,57,61,1.07
174,Morgan St. ,43,46,1.07
175,Arizona ,59,63,1.07
176,Boston U. ,48,51,1.06
176,Robert Morris ,48,51,1.06
176,Nicholls St. ,48,51,1.06
179,Saint Louis ,51,54,1.06
180,Missouri St. ,52,55,1.06
181,Fla. Atlantic ,57,60,1.05
181,Ohio ,57,60,1.05
183,Oregon St. ,58,61,1.05
184,Alabama ,60,63,1.05
185,Ga. Southern ,63,66,1.05
185,Houston Baptist ,42,44,1.05
187,Miami ,54,56,1.04
188,Cal St. Fullerton ,56,58,1.04
188,Ole Miss ,56,58,1.04
190,UT Martin ,57,59,1.04
191,Western Ill. ,37,38,1.03
192,Elon ,52,53,1.02
193,Southeastern La. ,54,55,1.02
193,Indiana ,54,55,1.02
195,Radford ,56,57,1.02
196,Lamar University ,59,60,1.02
197,Green Bay ,37,37,1.00
197,Penn ,50,50,1.00
197,St. John's ,53,53,1.00
197,Army West Point ,61,61,1.00
197,Virginia ,49,49,1.00
197,Georgetown ,54,54,1.00
197,Iowa ,54,54,1.00
197,Loyola Chicago ,47,47,1.00
197,Michigan ,64,64,1.00
197,La.-Monroe ,54,54,1.00
197,ETSU ,47,47,1.00
197,Illinois St. ,48,48,1.00
209,Marshall ,58,57,0.98
210,Utah Valley ,55,54,0.98
211,UTSA ,53,52,0.98
211,Evansville ,53,52,0.98
213,UMBC ,52,51,0.98
214,Akron ,51,50,0.98
215,Maine ,47,46,0.98
215,UMES ,47,46,0.98
215,Monmouth ,47,46,0.98
218,Gardner-Webb ,44,43,0.98
219,Kentucky ,62,60,0.97
220,BYU ,58,56,0.97
221,Winthrop ,57,55,0.96
222,Texas St. ,56,54,0.96
223,Georgia St. ,55,53,0.96
224,Lafayette ,53,51,0.96
225,Syracuse ,52,50,0.96
226,South Carolina St. ,43,41,0.95
227,Charleston So. ,55,52,0.95
227,Purdue ,55,52,0.95
227,Southern Miss. ,55,52,0.95
230,Mercer ,53,50,0.94
231,Quinnipiac ,52,49,0.94
232,George Washington ,50,47,0.94
233,Kent St. ,49,46,0.94
234,Memphis ,60,56,0.93
235,San Diego ,53,49,0.92
236,Villanova ,52,48,0.92
237,Indiana St. ,50,46,0.92
238,CSU Bakersfield ,49,45,0.92
239,Rhode Island ,47,43,0.91
240,Bethune-Cookman ,53,48,0.91
241,Rider ,49,44,0.90
242,FIU ,55,49,0.89
243,UT Arlington ,53,47,0.89
244,Towson ,59,52,0.88
245,California ,57,50,0.88
246,UTEP ,48,42,0.88
246,Wright St. ,56,49,0.88
246,Colgate ,48,42,0.88
249,N.C. A&T ,44,38,0.86
250,Middle Tenn. ,54,46,0.85
251,Samford ,52,44,0.85
252,Drexel ,50,42,0.84
252,Fairfield ,50,42,0.84
254,Western Caro. ,56,47,0.84
255,UCF ,54,45,0.83
255,SFA ,48,40,0.83
257,St. Bonaventure ,52,43,0.83
258,George Mason ,55,45,0.82
259,North Dakota St. ,49,40,0.82
260,Weber St. ,48,39,0.81
260,Buffalo ,48,39,0.81
262,Ark.-Pine Bluff ,42,34,0.81
263,Alabama St. ,47,38,0.81
264,South Dakota St. ,46,37,0.80
265,Hartford ,55,44,0.80
265,A&M-Corpus Christi ,50,40,0.80
267,Brown ,38,30,0.79
268,South Fla. ,61,48,0.79
269,Mount St. Mary's ,46,36,0.78
270,UAB ,58,45,0.78
271,Fresno St. ,54,41,0.76
272,Alcorn ,41,31,0.76
273,Florida A&M ,52,39,0.75
274,Alabama A&M ,38,28,0.74
275,Santa Clara ,54,39,0.72
276,Cal Poly ,54,38,0.70
277,Illinois ,49,34,0.69
277,Tennessee St. ,49,34,0.69
277,N.C. Central ,49,34,0.69
280,Oakland ,31,21,0.68
281,UC Davis ,52,35,0.67
282,UC Riverside ,55,37,0.67
283,Saint Mary's ,51,34,0.67
284,Utah St. ,54,35,0.65
285,Southern U. ,48,30,0.63
285,New Mexico ,56,35,0.63
287,Bowling Green ,51,30,0.59
288,North Dakota ,40,23,0.58
289,Howard ,36,19,0.53
