Rank,College,G,AB,TB,SLG PCT
81,Texas A&M ,60,"1,519",697,0.459
82,Tennessee Tech ,61,"1,633",747,0.457
83,NC State ,60,"1,583",723,0.457
84,Stetson ,50,"1,253",572,0.457
85,Weber St. ,57,"1,538",701,0.456
86,Virginia Tech ,57,"1,477",673,0.456
87,Mercer ,59,"1,585",722,0.456
88,Seton Hall ,53,"1,430",650,0.455
89,Canisius ,45,"1,140",518,0.454
90,Manhattan ,46,"1,215",552,0.454
91,Wichita St. ,57,"1,526",693,0.454
92,New Mexico ,54,"1,447",656,0.453
93,Kent St. ,54,"1,422",644,0.453
94,Fresno St. ,56,"1,506",681,0.452
95,Florida St. ,63,"1,593",720,0.452
96,Delaware St. ,44,"1,200",542,0.452
97,Louisiana Tech ,50,"1,314",593,0.451
98,South Alabama ,53,"1,396",627,0.449
99,LMU ,54,"1,349",605,0.448
100,Pittsburgh ,59,"1,614",722,0.447
101,Penn St. ,57,"1,517",677,0.446
102,Utah St. ,55,"1,497",668,0.446
103,Bryant ,49,"1,244",554,0.445
104,Marshall ,50,"1,343",598,0.445
105,Cornell ,41,"1,163",516,0.444
106,Oakland ,51,"1,405",623,0.443
107,Green Bay ,46,"1,240",549,0.443
108,Virginia ,56,"1,453",643,0.443
109,Charleston So. ,59,"1,455",643,0.442
110,Valparaiso ,51,"1,348",595,0.441
111,Utah ,55,"1,462",645,0.441
112,Indiana ,56,"1,498",658,0.439
113,Hofstra ,53,"1,421",624,0.439
114,UT Martin ,50,"1,288",565,0.439
115,North Texas ,50,"1,300",569,0.438
116,UTEP ,53,"1,420",620,0.437
117,Southeast Mo. St. ,46,"1,296",565,0.436
118,Marist ,54,"1,547",672,0.434
119,Jacksonville ,56,"1,477",641,0.434
120,Troy ,55,"1,394",604,0.433
121,Dartmouth ,43,"1,172",507,0.433
122,Utah Valley ,59,"1,423",615,0.432
123,Youngstown St. ,48,"1,328",572,0.431
124,Hawaii ,54,"1,370",590,0.431
125,Robert Morris ,48,"1,264",544,0.430
126,Campbell ,55,"1,505",647,0.430
127,UNI ,50,"1,317",566,0.430
128,Texas Southern ,43,"1,180",507,0.430
129,LIU ,53,"1,350",580,0.430
130,Western Mich. ,51,"1,346",578,0.429
131,Eastern Ky. ,52,"1,382",593,0.429
132,Northern Ill. ,53,"1,432",614,0.429
133,Southeastern La. ,52,"1,435",615,0.429
134,Cal St. Fullerton ,56,"1,490",638,0.428
135,Massachusetts ,43,"1,087",465,0.428
136,Central Ark. ,56,"1,434",613,0.427
137,Boise St. ,54,"1,435",612,0.426
138,La.-Monroe ,52,"1,366",582,0.426
139,Siena ,49,"1,366",581,0.425
140,Syracuse ,46,"1,191",505,0.424
141,Fairleigh Dickinson ,36,949,402,0.424
142,Nevada ,53,"1,463",619,0.423
143,Missouri St. ,55,"1,424",602,0.423
144,FIU ,54,"1,372",580,0.423
145,Appalachian St. ,49,"1,236",521,0.422
146,Stanford ,54,"1,414",596,0.421
147,Iowa St. ,54,"1,436",605,0.421
148,Long Beach St. ,52,"1,407",592,0.421
149,Houston ,55,"1,412",594,0.421
150,Drake ,53,"1,365",574,0.421
151,Providence ,39,"1,006",423,0.420
152,SIUE ,59,"1,522",639,0.420
153,Dayton ,53,"1,399",587,0.420
154,Seattle U ,52,"1,378",577,0.419
155,Presbyterian ,50,"1,305",546,0.418
156,Furman ,56,"1,524",637,0.418
157,South Fla. ,56,"1,415",589,0.416
158,Howard ,43,"1,094",455,0.416
159,Eastern Ill. ,48,"1,256",522,0.416
160,Penn ,42,"1,153",478,0.415
161,Butler ,51,"1,375",569,0.414
162,Michigan St. ,55,"1,442",594,0.412
163,Alabama A&M ,43,"1,175",483,0.411
164,George Washington ,48,"1,214",499,0.411
165,Lehigh ,49,"1,341",551,0.411
166,Colgate ,38,991,407,0.411
167,Saint Francis ,50,"1,293",531,0.411
168,UMBC ,49,"1,261",517,0.410
169,Drexel ,42,"1,144",469,0.410
170,Lipscomb ,56,"1,449",594,0.410
171,Eastern Mich. ,50,"1,352",554,0.410
172,Bradley ,54,"1,496",613,0.410
173,Sam Houston St. ,47,"1,245",509,0.409
174,UCF ,59,"1,536",627,0.408
175,ETSU ,48,"1,315",536,0.408
176,Monmouth ,44,"1,185",482,0.407
177,Montana ,50,"1,347",547,0.406
178,North Dakota ,55,"1,363",553,0.406
179,Creighton ,43,"1,108",449,0.405
180,Charlotte ,51,"1,340",542,0.404
181,Radford ,49,"1,283",518,0.404
182,Sacramento St. ,54,"1,482",596,0.402
183,Southern Ill. ,48,"1,234",496,0.402
184,Middle Tenn. ,51,"1,338",537,0.401
185,Gardner-Webb ,50,"1,369",549,0.401
186,Evansville ,55,"1,437",576,0.401
187,CSU Bakersfield ,46,"1,191",477,0.401
188,Prairie View ,36,905,362,0.400
188,Purdue ,56,"1,450",580,0.400
190,N.C. Central ,45,"1,134",453,0.399
191,Lamar University ,54,"1,384",552,0.399
192,Col. of Charleston ,53,"1,344",536,0.399
193,UC Santa Barbara ,54,"1,438",573,0.398
194,Wright St. ,56,"1,454",577,0.397
195,Harvard ,44,"1,192",473,0.397
196,Colorado St. ,56,"1,487",590,0.397
197,Iowa ,59,"1,511",599,0.396
198,Nicholls St. ,48,"1,337",530,0.396
199,Oklahoma St. ,52,"1,317",521,0.396
200,Austin Peay ,46,"1,202",474,0.394
201,Central Mich. ,50,"1,317",518,0.393
202,UIC ,46,"1,262",496,0.393
203,Detroit Mercy ,50,"1,245",487,0.391
204,Southern Utah ,50,"1,284",502,0.391
205,Buffalo ,50,"1,328",518,0.390
206,Saint Mary's ,53,"1,428",556,0.389
207,Liberty ,59,"1,555",604,0.388
208,Iona ,44,"1,185",460,0.388
209,Kentucky ,58,"1,497",579,0.387
210,Ohio ,47,"1,186",458,0.386
211,Miami ,56,"1,549",597,0.385
212,Bucknell ,55,"1,460",561,0.384
213,Fla. Atlantic ,59,"1,552",596,0.384
214,Akron ,51,"1,252",480,0.383
215,North Florida ,59,"1,504",575,0.382
216,Elon ,53,"1,355",518,0.382
217,Brown ,34,875,334,0.382
218,La Salle ,37,943,359,0.381
219,Fairfield ,49,"1,330",504,0.379
220,UC Riverside ,56,"1,510",571,0.378
221,St. Bonaventure ,39,"1,041",393,0.378
222,Portland St. ,51,"1,351",510,0.377
223,Georgia Tech ,50,"1,193",449,0.376
224,Wisconsin ,52,"1,361",512,0.376
225,Saint Peter's ,42,"1,037",390,0.376
226,Toledo ,56,"1,467",551,0.376
227,Morehead St. ,46,"1,168",438,0.375
228,George Mason ,52,"1,417",530,0.374
229,Loyola Chicago ,50,"1,355",506,0.373
230,Western Caro. ,53,"1,422",531,0.373
231,Indiana St. ,58,"1,519",566,0.373
232,Boston College ,51,"1,318",490,0.372
233,Western Ill. ,41,"1,079",401,0.372
234,Rider ,47,"1,229",456,0.371
235,Winthrop ,51,"1,308",485,0.371
236,Hampton ,48,"1,242",458,0.369
237,San Diego ,52,"1,329",490,0.369
238,Norfolk St. ,41,"1,070",394,0.368
239,Boston U. ,44,"1,135",417,0.367
240,Houston Baptist ,45,"1,142",419,0.367
241,Ga. Southern ,51,"1,321",483,0.366
242,Maine ,44,"1,159",423,0.365
243,Tennessee St. ,48,"1,203",439,0.365
244,Western Ky. ,50,"1,334",486,0.364
245,A&M-Corpus Christi ,49,"1,335",486,0.364
246,Pacific ,55,"1,367",497,0.364
247,Bethune-Cookman ,51,"1,367",494,0.361
248,SFA ,51,"1,314",474,0.361
249,Wagner ,34,855,308,0.360
250,Arkansas ,53,"1,352",487,0.360
251,South Carolina St. ,36,950,342,0.360
252,Bowling Green ,48,"1,237",445,0.360
253,Quinnipiac ,50,"1,258",452,0.359
254,Villanova ,54,"1,469",527,0.359
255,UMES ,39,964,345,0.358
256,Southern Miss. ,52,"1,356",485,0.358
257,Army West Point ,51,"1,427",505,0.354
258,Cal Poly ,55,"1,439",508,0.353
259,Belmont ,45,"1,153",406,0.352
260,Mississippi Val. ,49,"1,213",426,0.351
261,Central Conn. St. ,45,"1,207",423,0.350
262,Princeton ,42,"1,114",388,0.348
263,UConn ,53,"1,321",459,0.347
264,Santa Clara ,50,"1,298",451,0.347
265,Ark.-Pine Bluff ,40,999,347,0.347
266,Jackson St. ,50,"1,248",433,0.347
267,N.C. A&T ,46,"1,203",417,0.347
268,Southern U. ,30,785,272,0.346
269,Mount St. Mary's ,44,"1,046",362,0.346
270,East Carolina ,53,"1,374",474,0.345
271,FGCU ,53,"1,343",463,0.345
272,Morgan St. ,38,945,320,0.339
273,Memphis ,53,"1,353",457,0.338
274,Georgetown ,47,"1,208",406,0.336
275,Holy Cross ,28,754,253,0.336
276,Columbia ,44,"1,146",382,0.333
277,UC Davis ,49,"1,276",425,0.333
278,Coppin St. ,36,799,262,0.328
279,Rhode Island ,44,"1,059",337,0.318
280,Grambling ,38,962,301,0.313
281,UNCW ,46,"1,129",353,0.313
282,Yale ,34,878,272,0.310
283,Sacred Heart ,44,"1,136",342,0.301
284,Florida A&M ,57,"1,468",439,0.299
285,Alcorn ,33,731,214,0.293
286,Hartford ,46,"1,089",307,0.282
287,Niagara ,44,"1,051",289,0.275
288,Lafayette ,41,978,266,0.272
289,Purdue Fort Wayne ,48,"1,008",271,0.269
