Rank,College,G,IP,R,ER,ERA
155,Western Mich. ,51,332.0,219,197,4.15
156,CSU Bakersfield ,46,296.1,225,176,4.16
157,Georgetown ,47,306.0,231,182,4.16
158,Saint Joseph's ,41,258.2,189,154,4.17
159,Samford ,55,366.2,248,219,4.18
160,Nicholls St. ,48,316.2,233,190,4.20
161,Indiana St. ,58,391.1,294,236,4.22
162,UAB ,51,333.0,230,202,4.25
163,Sam Houston St. ,47,305.2,234,186,4.26
164,Toledo ,56,363.0,278,221,4.26
165,Arizona ,61,377.0,279,230,4.27
166,Arizona St. ,58,394.0,277,241,4.28
167,Butler ,51,339.0,231,208,4.29
168,Ole Miss ,55,353.0,270,217,4.30
169,Ball St. ,59,390.0,309,240,4.31
170,East Carolina ,53,352.0,275,217,4.32
171,New Mexico St. ,63,407.0,316,252,4.33
172,Western Ill. ,41,268.2,204,167,4.35
173,Santa Clara ,50,328.0,257,204,4.35
174,Nebraska ,58,363.2,268,227,4.37
175,Eastern Ill. ,48,315.1,240,198,4.40
176,Saint Mary's ,53,362.1,264,228,4.40
177,Lamar University ,54,345.2,279,218,4.41
178,Pacific ,55,351.0,278,223,4.45
179,Southern Miss. ,52,338.1,265,215,4.45
180,Boston U. ,44,279.2,238,179,4.48
181,Middle Tenn. ,51,324.2,268,208,4.48
182,Bryant ,49,302.0,246,194,4.50
183,SFA ,51,327.0,250,211,4.52
184,St. Bonaventure ,39,246.1,202,159,4.52
185,Wright St. ,56,358.0,312,233,4.56
186,Maryland ,54,356.0,303,233,4.58
187,Holy Cross ,28,189.1,153,124,4.58
188,UC Davis ,49,315.0,248,207,4.60
189,Florida A&M ,57,370.2,331,244,4.61
190,Oklahoma St. ,52,336.2,266,224,4.66
191,UNC Greensboro ,47,303.0,255,202,4.67
192,Loyola Chicago ,50,332.0,271,223,4.70
193,Jackson St. ,50,322.1,288,217,4.71
194,Southern Ill. ,48,314.1,261,212,4.72
195,Portland St. ,51,326.0,298,220,4.72
196,Kansas City ,55,363.0,307,245,4.72
197,UConn ,53,340.1,277,231,4.75
198,Montana ,50,319.2,276,217,4.75
199,Southeastern La. ,52,347.1,291,238,4.80
200,Iowa St. ,54,351.0,282,241,4.81
201,N.C. Central ,45,283.2,264,195,4.81
202,Bradley ,54,352.0,301,242,4.81
203,Syracuse ,46,293.2,233,202,4.81
204,Providence ,39,253.1,215,175,4.84
205,Monmouth ,44,283.2,245,196,4.84
206,Yale ,34,218.1,198,151,4.84
207,Memphis ,53,335.1,275,232,4.84
208,Penn St. ,57,366.0,305,255,4.88
209,Georgia Tech ,50,307.1,241,215,4.90
210,Rutgers ,49,328.2,259,232,4.94
211,Oregon St. ,52,327.0,311,231,4.94
212,Seton Hall ,53,353.1,310,250,4.95
213,Quinnipiac ,50,309.2,295,220,4.97
214,South Dakota ,54,343.1,305,244,4.97
215,DePaul ,46,294.0,268,209,4.98
216,Massachusetts ,43,271.0,256,193,4.99
217,Iona ,44,287.0,256,205,5.00
218,Southern Utah ,50,315.0,279,227,5.04
219,Texas Tech ,51,331.1,291,240,5.07
220,Washington ,59,369.2,302,268,5.07
221,UT Arlington ,55,344.2,296,251,5.10
222,Northwestern ,51,319.0,272,233,5.11
223,N.C. A&T ,46,288.2,288,211,5.12
224,Alabama St. ,54,346.1,338,255,5.15
225,Illinois St. ,56,353.2,306,262,5.19
226,Cornell ,41,263.1,234,196,5.21
227,Buffalo ,50,319.1,333,239,5.24
228,Georgia St. ,60,382.2,328,288,5.27
229,Rider ,47,298.2,280,225,5.27
230,Youngstown St. ,48,311.2,283,238,5.35
231,Belmont ,45,285.0,264,219,5.38
232,Nevada ,53,347.1,343,267,5.38
233,North Texas ,50,320.2,279,248,5.41
234,Southeast Mo. St. ,46,314.0,282,243,5.42
235,ETSU ,48,317.1,306,246,5.43
236,UC Santa Barbara ,54,349.2,369,272,5.45
237,Alabama A&M ,43,269.0,250,211,5.49
238,Savannah St. ,39,243.1,249,191,5.49
239,Green Bay ,46,290.0,268,228,5.50
240,UNLV ,55,346.1,339,273,5.52
241,Wisconsin ,52,332.1,316,262,5.52
242,Eastern Mich. ,50,328.1,316,259,5.52
243,Binghamton ,45,289.0,281,228,5.52
244,Michigan St. ,55,359.1,343,286,5.57
245,Northern Colo. ,43,272.2,270,218,5.60
246,Arkansas ,53,338.0,350,273,5.65
247,Ohio St. ,52,337.0,326,274,5.69
248,South Carolina St. ,36,226.2,241,186,5.74
249,Delaware St. ,44,270.1,271,223,5.77
250,Seattle U ,52,326.0,338,269,5.78
251,Ga. Southern ,51,331.2,345,276,5.83
252,Gardner-Webb ,50,324.0,325,273,5.90
253,Ohio ,47,285.2,312,241,5.91
254,Illinois ,53,332.2,365,281,5.91
255,Virginia ,56,359.1,398,306,5.96
256,Detroit Mercy ,50,312.0,342,267,5.99
257,LIU ,53,325.0,319,279,6.01
258,South Dakota St. ,52,313.2,328,270,6.03
259,Boise St. ,54,350.0,388,307,6.14
260,UTEP ,53,330.1,349,290,6.15
261,Utah St. ,55,352.1,361,311,6.18
262,Houston Baptist ,45,277.1,292,249,6.28
263,Tennessee St. ,48,300.0,352,270,6.30
264,Mount St. Mary's ,44,263.1,305,239,6.35
265,Howard ,43,245.2,329,230,6.55
266,Evansville ,55,346.1,398,327,6.61
267,Grambling ,38,241.0,276,228,6.62
268,Lafayette ,41,242.0,287,229,6.62
269,Utah Valley ,59,359.2,457,341,6.64
270,Radford ,49,310.0,373,295,6.66
271,Iowa ,59,365.0,394,352,6.75
272,Morgan St. ,38,231.2,274,226,6.83
273,Niagara ,44,262.1,315,257,6.86
274,Indiana ,56,355.1,428,353,6.95
275,Valparaiso ,51,318.1,348,318,6.99
276,Austin Peay ,46,290.1,363,293,7.06
277,Appalachian St. ,49,295.1,369,300,7.11
278,Stanford ,54,332.2,418,343,7.22
279,Mississippi Val. ,49,299.1,390,315,7.37
280,Prairie View ,36,209.1,289,225,7.52
281,UMES ,39,227.1,312,253,7.79
282,North Dakota ,55,325.0,460,364,7.84
283,Hartford ,46,269.2,363,309,8.02
284,Ark.-Pine Bluff ,40,234.2,351,270,8.05
285,Saint Peter's ,42,253.2,376,296,8.17
286,Rhode Island ,44,256.1,375,329,8.98
287,Coppin St. ,36,200.0,353,283,9.91
288,Purdue Fort Wayne ,48,257.0,465,383,10.43
289,Alcorn ,33,176.1,354,271,10.76
