Rank,College,G,3B,PG
136,Louisiana ,58,9,0.16
136,Mississippi St. ,58,9,0.16
136,Virginia Tech ,58,9,0.16
140,Northern Ill. ,52,8,0.15
140,Southern Miss. ,52,8,0.15
140,Penn ,39,6,0.15
143,Northern Colo. ,53,8,0.15
143,New Mexico ,53,8,0.15
145,Northwestern ,60,9,0.15
146,Ball St. ,54,8,0.15
146,Central Ark. ,54,8,0.15
146,Samford ,54,8,0.15
146,Kent St. ,54,8,0.15
146,CSUN ,54,8,0.15
151,Louisiana Tech ,61,9,0.15
151,Washington ,61,9,0.15
153,St. John's ,48,7,0.15
154,Fordham ,55,8,0.15
154,Charleston So. ,55,8,0.15
156,Mercer ,56,8,0.14
156,Tennessee St. ,42,6,0.14
156,UT Arlington ,63,9,0.14
156,USC Upstate ,56,8,0.14
156,Purdue ,63,9,0.14
161,South Carolina ,57,8,0.14
161,Indiana ,57,8,0.14
161,Eastern Ky. ,57,8,0.14
161,Tulsa ,57,8,0.14
161,Marist ,57,8,0.14
166,Illinois ,58,8,0.14
167,A&M-Corpus Christi ,51,7,0.14
168,Creighton ,44,6,0.14
169,Drake ,59,8,0.14
170,UC Riverside ,53,7,0.13
170,Western Caro. ,53,7,0.13
172,James Madison ,61,8,0.13
173,Houston Baptist ,46,6,0.13
174,North Texas ,54,7,0.13
174,Elon ,54,7,0.13
176,LSU ,62,8,0.13
177,Brown ,39,5,0.13
177,Mississippi Val. ,39,5,0.13
177,Grambling ,39,5,0.13
180,Hofstra ,47,6,0.13
181,Rutgers ,55,7,0.13
182,Southern Utah ,40,5,0.13
182,Nevada ,56,7,0.13
184,McNeese ,65,8,0.12
185,Grand Canyon ,57,7,0.12
185,Lamar University ,57,7,0.12
187,N.C. Central ,49,6,0.12
187,Pacific ,49,6,0.12
189,Central Conn. St. ,41,5,0.12
190,UTEP ,50,6,0.12
190,Quinnipiac ,50,6,0.12
190,Long Beach St. ,50,6,0.12
190,Fla. Atlantic ,50,6,0.12
194,Alabama A&M ,42,5,0.12
195,Middle Tenn. ,59,7,0.12
196,ETSU ,51,6,0.12
196,UNI ,51,6,0.12
198,South Fla. ,60,7,0.12
199,Providence ,52,6,0.12
200,Arizona ,62,7,0.11
201,Texas St. ,54,6,0.11
201,Oregon St. ,45,5,0.11
201,Chattanooga ,54,6,0.11
201,East Carolina ,54,6,0.11
201,Morehead St. ,45,5,0.11
206,Notre Dame ,55,6,0.11
206,Texas A&M ,55,6,0.11
206,Northern Ky. ,55,6,0.11
206,Wright St. ,55,6,0.11
210,BYU ,56,6,0.11
210,UT Martin ,56,6,0.11
212,Valparaiso ,47,5,0.11
213,Bethune-Cookman ,57,6,0.11
214,UMass Lowell ,48,5,0.10
214,UIW ,48,5,0.10
214,George Mason ,48,5,0.10
217,Georgia Tech ,58,6,0.10
217,Michigan ,58,6,0.10
219,Lafayette ,49,5,0.10
219,Georgetown ,49,5,0.10
219,Fairleigh Dickinson ,49,5,0.10
222,Radford ,59,6,0.10
223,Missouri ,60,6,0.10
223,Coastal Caro. ,60,6,0.10
223,Drexel ,60,6,0.10
226,Kansas ,51,5,0.10
226,DePaul ,51,5,0.10
226,Saint Mary's ,51,5,0.10
229,Princeton ,41,4,0.10
230,Oklahoma St. ,62,6,0.10
231,Oregon ,52,5,0.10
232,Virginia ,53,5,0.09
233,Buffalo ,43,4,0.09
234,Youngstown St. ,54,5,0.09
235,Eastern Ill. ,55,5,0.09
235,New Mexico St. ,55,5,0.09
237,La.-Monroe ,56,5,0.09
237,Army West Point ,56,5,0.09
237,IUPUI ,56,5,0.09
240,Tennessee Tech ,45,4,0.09
240,Norfolk St. ,45,4,0.09
242,Utah Valley ,46,4,0.09
243,Sam Houston St. ,58,5,0.09
243,Arkansas ,58,5,0.09
245,Idaho St. ,47,4,0.09
246,Savannah St. ,36,3,0.08
247,Southern Ill. ,49,4,0.08
247,South Alabama ,49,4,0.08
247,San Diego ,49,4,0.08
250,Ga. Southern ,51,4,0.08
250,Dayton ,51,4,0.08
250,Stony Brook ,51,4,0.08
253,Colgate ,52,4,0.08
254,Pittsburgh ,54,4,0.07
255,Coppin St. ,41,3,0.07
255,Green Bay ,41,3,0.07
257,Sacred Heart ,55,4,0.07
258,Saint Peter's ,56,4,0.07
259,Troy ,57,4,0.07
260,Wagner ,44,3,0.07
261,La Salle ,45,3,0.07
262,Iona ,46,3,0.07
262,Western Mich. ,46,3,0.07
262,Rhode Island ,46,3,0.07
265,Stetson ,47,3,0.06
265,Siena ,47,3,0.06
265,Utah St. ,47,3,0.06
268,Butler ,48,3,0.06
269,Jacksonville ,50,3,0.06
270,Robert Morris ,51,3,0.06
270,Illinois St. ,51,3,0.06
272,Southern U. ,35,2,0.06
273,Murray St. ,53,3,0.06
273,Presbyterian ,53,3,0.06
275,Georgia St. ,54,3,0.06
276,Appalachian St. ,56,3,0.05
276,UNC Greensboro ,56,3,0.05
278,Toledo ,57,3,0.05
279,LMU ,61,3,0.05
280,Cornell ,46,2,0.04
280,Akron ,46,2,0.04
282,Hawaii ,49,2,0.04
282,Baylor ,49,2,0.04
282,Purdue Fort Wayne ,49,2,0.04
285,Niagara ,50,2,0.04
285,UConn ,50,2,0.04
287,Cal Poly ,51,2,0.04
287,San Diego St. ,51,2,0.04
289,SFA ,59,2,0.03
290,South Carolina St. ,36,1,0.03
291,UMES ,39,1,0.03
292,Omaha ,47,1,0.02
